
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=1024
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=2,3,4,5,6
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NEGATIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.neg
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
POSITIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.pos

Loading data...
636 max_document
(10002, 636)
Train/Dev split: 9002/1000
Number of Class: 3
Writing to /home/g/grad/xinhao/IE_Project/runs/1494271488

2017-05-08T15:25:42.555426: step 1, loss 2.92102, acc 0.179688
2017-05-09T07:02:34.433412: step 1105, loss 0.121591, acc 0.996094
2017-05-09T07:03:26.405388: step 1106, loss 0.131832, acc 0.990234
2017-05-09T07:04:07.640176: step 1107, loss 0.129093, acc 0.996296
2017-05-09T07:04:59.388548: step 1108, loss 0.124992, acc 0.993164
2017-05-09T07:05:51.279711: step 1109, loss 0.14017, acc 0.978516
2017-05-09T07:06:43.087659: step 1110, loss 0.127091, acc 0.991211
2017-05-09T07:07:34.914549: step 1111, loss 0.128853, acc 0.994141
2017-05-09T07:08:26.533271: step 1112, loss 0.129283, acc 0.993164
2017-05-09T07:09:18.125726: step 1113, loss 0.12731, acc 0.992188
2017-05-09T07:10:09.934073: step 1114, loss 0.125292, acc 0.991211
2017-05-09T07:11:01.749669: step 1115, loss 0.127032, acc 0.996094
2017-05-09T07:11:42.548149: step 1116, loss 0.126947, acc 0.993827
2017-05-09T07:12:34.589256: step 1117, loss 0.124, acc 0.994141
2017-05-09T07:13:26.556523: step 1118, loss 0.122899, acc 0.996094
2017-05-09T07:14:18.354104: step 1119, loss 0.126757, acc 0.990234
2017-05-09T07:15:10.098338: step 1120, loss 0.122925, acc 0.990234
2017-05-09T07:16:01.787508: step 1121, loss 0.124589, acc 0.993164
2017-05-09T07:16:53.665332: step 1122, loss 0.124659, acc 0.996094
2017-05-09T07:17:45.740113: step 1123, loss 0.118918, acc 0.995117
2017-05-09T07:18:37.444992: step 1124, loss 0.132972, acc 0.985352
2017-05-09T07:19:18.374235: step 1125, loss 0.131768, acc 0.988889
2017-05-09T07:20:10.564161: step 1126, loss 0.121326, acc 0.994141
2017-05-09T07:21:02.826488: step 1127, loss 0.125575, acc 0.993164
2017-05-09T07:21:54.621984: step 1128, loss 0.122369, acc 0.994141
2017-05-09T07:22:46.432163: step 1129, loss 0.132505, acc 0.989258
2017-05-09T07:23:38.328540: step 1130, loss 0.119991, acc 0.993164
2017-05-09T07:24:30.063378: step 1131, loss 0.116823, acc 0.99707
2017-05-09T07:25:21.994774: step 1132, loss 0.112939, acc 0.992188
2017-05-09T07:26:13.779690: step 1133, loss 0.119502, acc 0.993164
2017-05-09T07:26:54.808404: step 1134, loss 0.132291, acc 0.990123
2017-05-09T07:27:46.935170: step 1135, loss 0.121115, acc 0.993164
2017-05-09T07:28:38.979581: step 1136, loss 0.120895, acc 0.989258
2017-05-09T07:29:30.786710: step 1137, loss 0.123992, acc 0.993164
2017-05-09T07:30:22.661319: step 1138, loss 0.118923, acc 0.998047
2017-05-09T07:31:14.287737: step 1139, loss 0.120522, acc 0.995117
2017-05-09T07:32:06.283969: step 1140, loss 0.119571, acc 0.995117
2017-05-09T07:32:58.236182: step 1141, loss 0.108991, acc 0.99707
2017-05-09T07:33:50.158648: step 1142, loss 0.128982, acc 0.992188
2017-05-09T07:34:31.342290: step 1143, loss 0.121647, acc 0.991358
2017-05-09T07:35:23.228336: step 1144, loss 0.123222, acc 0.992188
2017-05-09T07:36:15.157190: step 1145, loss 0.116123, acc 0.996094
2017-05-09T07:37:06.903262: step 1146, loss 0.118182, acc 0.994141
2017-05-09T07:37:59.075765: step 1147, loss 0.121255, acc 0.994141
2017-05-09T07:38:51.182781: step 1148, loss 0.117567, acc 0.994141
2017-05-09T07:39:42.997560: step 1149, loss 0.116365, acc 0.990234
2017-05-09T07:40:35.016666: step 1150, loss 0.121361, acc 0.993164
2017-05-09T07:41:26.906819: step 1151, loss 0.117075, acc 0.994141
2017-05-09T07:42:07.883433: step 1152, loss 0.110849, acc 0.992593
2017-05-09T07:42:59.816847: step 1153, loss 0.1346, acc 0.979492
2017-05-09T07:43:51.856186: step 1154, loss 0.105853, acc 0.994141
2017-05-09T07:44:43.747752: step 1155, loss 0.125107, acc 0.995117
2017-05-09T07:45:35.390288: step 1156, loss 0.108853, acc 0.99707
2017-05-09T07:46:27.253725: step 1157, loss 0.140406, acc 0.97168
2017-05-09T07:47:18.890488: step 1158, loss 0.110352, acc 0.995117
2017-05-09T07:48:10.669020: step 1159, loss 0.132837, acc 0.995117
2017-05-09T07:49:02.737394: step 1160, loss 0.110917, acc 0.998047
2017-05-09T07:49:43.767240: step 1161, loss 0.125806, acc 0.98642
2017-05-09T07:50:35.939570: step 1162, loss 0.120304, acc 0.990234
2017-05-09T07:51:28.071262: step 1163, loss 0.122009, acc 0.995117
2017-05-09T07:52:19.853867: step 1164, loss 0.110532, acc 0.996094
2017-05-09T07:53:11.800223: step 1165, loss 0.130704, acc 0.985352
2017-05-09T07:54:03.510599: step 1166, loss 0.109538, acc 0.99707
2017-05-09T07:54:55.416743: step 1167, loss 0.126474, acc 0.994141
2017-05-09T07:55:47.186425: step 1168, loss 0.109651, acc 0.999023
2017-05-09T07:56:39.175865: step 1169, loss 0.124603, acc 0.991211
2017-05-09T07:57:20.068655: step 1170, loss 0.110404, acc 0.995062
2017-05-09T07:58:11.852844: step 1171, loss 0.117364, acc 0.995117
2017-05-09T07:59:03.456702: step 1172, loss 0.111669, acc 0.996094
2017-05-09T07:59:55.331930: step 1173, loss 0.11645, acc 0.992188
2017-05-09T08:00:47.517262: step 1174, loss 0.116078, acc 0.991211
2017-05-09T08:01:39.531045: step 1175, loss 0.105481, acc 0.998047
2017-05-09T08:02:31.425983: step 1176, loss 0.123592, acc 0.992188
2017-05-09T08:03:23.261482: step 1177, loss 0.113549, acc 0.991211
2017-05-09T08:04:15.575006: step 1178, loss 0.113272, acc 0.993164
2017-05-09T08:04:56.677323: step 1179, loss 0.114525, acc 0.996296
2017-05-09T08:05:48.672534: step 1180, loss 0.113348, acc 0.996094
2017-05-09T08:06:40.844509: step 1181, loss 0.108272, acc 0.998047
2017-05-09T08:07:32.822810: step 1182, loss 0.107016, acc 0.995117
2017-05-09T08:08:24.555433: step 1183, loss 0.102407, acc 0.996094
2017-05-09T08:09:16.696185: step 1184, loss 0.121454, acc 0.994141
2017-05-09T08:10:08.621005: step 1185, loss 0.111022, acc 0.993164
2017-05-09T08:11:00.603279: step 1186, loss 0.101925, acc 0.998047
2017-05-09T08:11:52.639088: step 1187, loss 0.11041, acc 0.994141
2017-05-09T08:12:33.860045: step 1188, loss 0.102313, acc 0.996296
2017-05-09T08:13:25.784106: step 1189, loss 0.111016, acc 0.996094
2017-05-09T08:14:17.369368: step 1190, loss 0.108762, acc 0.995117
2017-05-09T08:15:09.056766: step 1191, loss 0.114311, acc 0.991211
2017-05-09T08:16:00.942512: step 1192, loss 0.100692, acc 1
2017-05-09T08:16:53.028079: step 1193, loss 0.101954, acc 0.99707
2017-05-09T08:17:44.930218: step 1194, loss 0.112107, acc 0.996094
2017-05-09T08:18:36.734320: step 1195, loss 0.0993, acc 0.994141
2017-05-09T08:19:28.570676: step 1196, loss 0.104325, acc 0.99707
2017-05-09T08:20:09.613316: step 1197, loss 0.110792, acc 0.995062
2017-05-09T08:21:01.611368: step 1198, loss 0.108176, acc 0.991211
2017-05-09T08:21:53.471688: step 1199, loss 0.100105, acc 0.993164
2017-05-09T08:22:45.352210: step 1200, loss 0.099935, acc 0.99707

Evaluation:
2017-05-09T08:23:03.949725: step 1200, loss 0.617879, acc 0.75

2017-05-09T08:23:55.560477: step 1201, loss 0.1048, acc 0.995117
2017-05-09T08:24:47.459603: step 1202, loss 0.106259, acc 0.998047
2017-05-09T08:25:39.103157: step 1203, loss 0.102869, acc 0.994141
2017-05-09T08:26:31.053090: step 1204, loss 0.101321, acc 0.99707
2017-05-09T08:27:23.027449: step 1205, loss 0.0999244, acc 0.995117
2017-05-09T08:28:04.128423: step 1206, loss 0.102532, acc 0.996296
2017-05-09T08:28:55.823462: step 1207, loss 0.102089, acc 0.99707
2017-05-09T08:29:47.797463: step 1208, loss 0.107645, acc 0.996094
2017-05-09T08:30:39.849109: step 1209, loss 0.0998632, acc 0.99707
2017-05-09T08:31:31.825326: step 1210, loss 0.107701, acc 0.989258
2017-05-09T08:32:23.706478: step 1211, loss 0.0963153, acc 0.99707
2017-05-09T08:33:15.716615: step 1212, loss 0.0955829, acc 0.998047
2017-05-09T08:34:07.562175: step 1213, loss 0.0994295, acc 0.99707
2017-05-09T08:34:59.499704: step 1214, loss 0.0999139, acc 0.995117
2017-05-09T08:35:40.727916: step 1215, loss 0.093566, acc 0.993827
2017-05-09T08:36:32.565278: step 1216, loss 0.0980605, acc 0.993164
2017-05-09T08:37:24.354217: step 1217, loss 0.0967756, acc 0.995117
2017-05-09T08:38:16.357341: step 1218, loss 0.105506, acc 0.998047
2017-05-09T08:39:07.967040: step 1219, loss 0.10443, acc 0.992188
2017-05-09T08:39:59.826342: step 1220, loss 0.102233, acc 0.993164
2017-05-09T08:40:51.763469: step 1221, loss 0.0920763, acc 0.996094
2017-05-09T08:41:43.959519: step 1222, loss 0.100848, acc 0.999023
2017-05-09T08:42:35.732210: step 1223, loss 0.100249, acc 0.998047
2017-05-09T08:43:16.726568: step 1224, loss 0.0962326, acc 0.997531
2017-05-09T08:44:08.551204: step 1225, loss 0.0887821, acc 0.998047
2017-05-09T08:45:00.324752: step 1226, loss 0.106823, acc 0.994141
2017-05-09T08:45:52.086576: step 1227, loss 0.0960951, acc 0.999023
2017-05-09T08:46:44.050376: step 1228, loss 0.10301, acc 0.99707
2017-05-09T08:47:35.959670: step 1229, loss 0.0995795, acc 0.994141
2017-05-09T08:48:28.196744: step 1230, loss 0.0933746, acc 0.998047
2017-05-09T08:49:19.908423: step 1231, loss 0.0992737, acc 0.999023
2017-05-09T08:50:11.862707: step 1232, loss 0.0978607, acc 0.995117
2017-05-09T08:50:52.922984: step 1233, loss 0.0988045, acc 0.993827
2017-05-09T08:51:45.190356: step 1234, loss 0.0867756, acc 0.994141
2017-05-09T08:52:37.191252: step 1235, loss 0.0920468, acc 0.999023
2017-05-09T08:53:28.980320: step 1236, loss 0.0965543, acc 0.995117
2017-05-09T08:54:20.797889: step 1237, loss 0.0929413, acc 0.99707
2017-05-09T08:55:12.674967: step 1238, loss 0.0926051, acc 0.998047
2017-05-09T08:56:04.890083: step 1239, loss 0.094681, acc 0.99707
2017-05-09T08:56:56.603303: step 1240, loss 0.0959741, acc 0.996094
2017-05-09T08:57:48.476750: step 1241, loss 0.104673, acc 0.995117
2017-05-09T08:58:29.623820: step 1242, loss 0.0922092, acc 0.997531
2017-05-09T08:59:21.856661: step 1243, loss 0.0924144, acc 0.999023
2017-05-09T09:00:13.729324: step 1244, loss 0.0912509, acc 0.999023
2017-05-09T09:01:05.664107: step 1245, loss 0.0865229, acc 1
2017-05-09T09:01:57.814170: step 1246, loss 0.0896314, acc 0.995117
2017-05-09T09:02:49.531307: step 1247, loss 0.0914649, acc 0.993164
2017-05-09T09:03:41.277157: step 1248, loss 0.0953843, acc 0.995117
2017-05-09T09:04:33.329314: step 1249, loss 0.0995369, acc 0.99707
2017-05-09T09:05:25.101190: step 1250, loss 0.0912451, acc 0.998047
2017-05-09T09:06:06.029105: step 1251, loss 0.0942596, acc 0.997531
2017-05-09T09:06:57.849455: step 1252, loss 0.0954169, acc 0.995117
2017-05-09T09:07:49.914952: step 1253, loss 0.0886204, acc 0.99707
2017-05-09T09:08:41.999203: step 1254, loss 0.0942668, acc 0.99707
2017-05-09T09:09:33.733548: step 1255, loss 0.0932309, acc 0.99707
2017-05-09T09:10:25.588696: step 1256, loss 0.0922341, acc 0.994141
2017-05-09T09:11:17.754156: step 1257, loss 0.0891898, acc 0.99707
2017-05-09T09:12:09.563761: step 1258, loss 0.0897202, acc 0.99707
2017-05-09T09:13:01.171253: step 1259, loss 0.0882053, acc 1
2017-05-09T09:13:42.178347: step 1260, loss 0.087449, acc 1
2017-05-09T09:14:34.019156: step 1261, loss 0.0885294, acc 0.996094
2017-05-09T09:15:25.722370: step 1262, loss 0.0897442, acc 0.995117
2017-05-09T09:16:17.428216: step 1263, loss 0.0887078, acc 0.998047
2017-05-09T09:17:09.182642: step 1264, loss 0.0864178, acc 0.998047
2017-05-09T09:18:00.893094: step 1265, loss 0.0848828, acc 0.999023
2017-05-09T09:18:52.916710: step 1266, loss 0.0990426, acc 0.996094
2017-05-09T09:19:44.541659: step 1267, loss 0.0954802, acc 0.994141
2017-05-09T09:20:36.568027: step 1268, loss 0.0924453, acc 0.999023
2017-05-09T09:21:17.726495: step 1269, loss 0.082618, acc 0.997531
2017-05-09T09:22:09.779312: step 1270, loss 0.0902359, acc 0.996094
2017-05-09T09:23:01.483136: step 1271, loss 0.0850908, acc 0.99707
2017-05-09T09:23:53.193447: step 1272, loss 0.084137, acc 0.998047
2017-05-09T09:24:45.313367: step 1273, loss 0.0859113, acc 0.996094
2017-05-09T09:25:37.306396: step 1274, loss 0.0894023, acc 0.996094
2017-05-09T09:26:29.164473: step 1275, loss 0.0840807, acc 0.999023
2017-05-09T09:27:21.123223: step 1276, loss 0.0925501, acc 0.996094
2017-05-09T09:28:12.918582: step 1277, loss 0.0870075, acc 0.999023
2017-05-09T09:28:53.842471: step 1278, loss 0.0978437, acc 0.995062
2017-05-09T09:29:45.534077: step 1279, loss 0.0823206, acc 0.998047
2017-05-09T09:30:37.316748: step 1280, loss 0.0860546, acc 0.99707
2017-05-09T09:31:29.553339: step 1281, loss 0.0882331, acc 0.998047
2017-05-09T09:32:21.370591: step 1282, loss 0.100157, acc 0.993164
2017-05-09T09:33:13.498695: step 1283, loss 0.0873756, acc 1
2017-05-09T09:34:05.894557: step 1284, loss 0.0907008, acc 0.995117
2017-05-09T09:34:57.521166: step 1285, loss 0.0824487, acc 0.998047
2017-05-09T09:35:49.321328: step 1286, loss 0.0796954, acc 0.99707
2017-05-09T09:36:30.335152: step 1287, loss 0.0879145, acc 0.997531
2017-05-09T09:37:22.411079: step 1288, loss 0.0866264, acc 0.999023
2017-05-09T09:38:14.458529: step 1289, loss 0.0891799, acc 0.99707
2017-05-09T09:39:06.240544: step 1290, loss 0.085352, acc 0.99707
2017-05-09T09:39:58.240108: step 1291, loss 0.0922086, acc 0.998047
2017-05-09T09:40:49.912743: step 1292, loss 0.0808925, acc 0.998047
2017-05-09T09:41:42.004458: step 1293, loss 0.0870814, acc 0.998047
2017-05-09T09:42:33.768286: step 1294, loss 0.0800816, acc 0.998047
2017-05-09T09:43:25.674407: step 1295, loss 0.0891473, acc 0.995117
2017-05-09T09:44:06.662128: step 1296, loss 0.0822191, acc 0.998765
2017-05-09T09:44:58.891468: step 1297, loss 0.0787643, acc 0.999023
2017-05-09T09:45:50.634408: step 1298, loss 0.0838837, acc 0.998047
2017-05-09T09:46:42.631452: step 1299, loss 0.0807338, acc 0.998047
2017-05-09T09:47:34.600427: step 1300, loss 0.0809503, acc 0.99707

Evaluation:
2017-05-09T09:47:53.205436: step 1300, loss 0.635971, acc 0.755

2017-05-09T09:48:45.248389: step 1301, loss 0.0854877, acc 0.998047
2017-05-09T09:49:37.029665: step 1302, loss 0.0854788, acc 0.99707
2017-05-09T09:50:29.170271: step 1303, loss 0.0826695, acc 0.99707
2017-05-09T09:51:21.297772: step 1304, loss 0.0878839, acc 0.994141
2017-05-09T09:52:02.347415: step 1305, loss 0.0821965, acc 1
2017-05-09T09:52:54.295103: step 1306, loss 0.0795993, acc 0.99707
2017-05-09T09:53:46.455420: step 1307, loss 0.0842133, acc 0.999023
2017-05-09T09:54:38.554349: step 1308, loss 0.0794741, acc 0.99707
2017-05-09T09:55:30.268408: step 1309, loss 0.0934758, acc 0.995117
2017-05-09T09:56:22.335261: step 1310, loss 0.0822067, acc 0.998047
2017-05-09T09:57:13.875762: step 1311, loss 0.0809198, acc 0.999023
2017-05-09T09:58:05.870729: step 1312, loss 0.0841791, acc 0.998047
2017-05-09T09:58:57.570861: step 1313, loss 0.081245, acc 0.99707
2017-05-09T09:59:38.702617: step 1314, loss 0.0826336, acc 0.996296
2017-05-09T10:00:30.494958: step 1315, loss 0.0811155, acc 0.99707
2017-05-09T10:01:22.372201: step 1316, loss 0.074247, acc 1
2017-05-09T10:02:14.045307: step 1317, loss 0.0779238, acc 0.99707
2017-05-09T10:03:06.020978: step 1318, loss 0.082931, acc 0.999023
2017-05-09T10:03:57.809016: step 1319, loss 0.0753121, acc 0.998047
2017-05-09T10:04:49.822924: step 1320, loss 0.0834175, acc 0.996094
2017-05-09T10:05:41.705094: step 1321, loss 0.0835134, acc 0.998047
2017-05-09T10:06:33.423645: step 1322, loss 0.0754254, acc 0.999023
2017-05-09T10:07:14.368547: step 1323, loss 0.0886395, acc 0.996296
2017-05-09T10:08:06.162435: step 1324, loss 0.0770354, acc 0.999023
2017-05-09T10:08:57.885393: step 1325, loss 0.0787996, acc 0.99707
2017-05-09T10:09:49.606108: step 1326, loss 0.0761953, acc 0.996094
2017-05-09T10:10:41.478599: step 1327, loss 0.0804231, acc 0.99707
2017-05-09T10:11:33.182347: step 1328, loss 0.0791405, acc 0.99707
2017-05-09T10:12:25.081507: step 1329, loss 0.0828856, acc 0.999023
2017-05-09T10:13:16.891723: step 1330, loss 0.0758361, acc 0.999023
2017-05-09T10:14:09.057758: step 1331, loss 0.0737433, acc 0.998047
2017-05-09T10:14:49.961219: step 1332, loss 0.0797748, acc 0.996296
2017-05-09T10:15:41.724845: step 1333, loss 0.0771901, acc 0.999023
2017-05-09T10:16:33.633740: step 1334, loss 0.0793345, acc 0.99707
2017-05-09T10:17:25.467772: step 1335, loss 0.0714843, acc 0.999023
2017-05-09T10:18:17.408078: step 1336, loss 0.0799505, acc 0.998047
2017-05-09T10:19:09.173094: step 1337, loss 0.0758882, acc 0.999023
2017-05-09T10:20:00.982531: step 1338, loss 0.0822098, acc 0.994141
2017-05-09T10:20:52.894306: step 1339, loss 0.075936, acc 0.998047
2017-05-09T10:21:44.953508: step 1340, loss 0.0779351, acc 0.996094
2017-05-09T10:22:26.074408: step 1341, loss 0.0750444, acc 1
2017-05-09T10:23:18.194091: step 1342, loss 0.0731136, acc 0.998047
2017-05-09T10:24:10.075774: step 1343, loss 0.0773771, acc 0.996094
2017-05-09T10:25:02.093076: step 1344, loss 0.0747116, acc 0.999023
2017-05-09T10:25:54.219772: step 1345, loss 0.0791867, acc 0.994141
2017-05-09T10:26:46.257035: step 1346, loss 0.0747838, acc 0.999023
2017-05-09T10:27:38.190389: step 1347, loss 0.0743892, acc 0.999023
2017-05-09T10:28:30.195583: step 1348, loss 0.0694735, acc 0.999023
2017-05-09T10:29:21.841195: step 1349, loss 0.0734687, acc 0.999023
2017-05-09T10:30:02.934513: step 1350, loss 0.0751725, acc 0.997531
2017-05-09T10:30:54.615706: step 1351, loss 0.0799168, acc 0.996094
2017-05-09T10:31:46.552449: step 1352, loss 0.0794213, acc 0.99707
2017-05-09T10:32:38.575235: step 1353, loss 0.072064, acc 0.999023
2017-05-09T10:33:30.459309: step 1354, loss 0.071067, acc 0.998047
2017-05-09T10:34:22.275492: step 1355, loss 0.0663149, acc 0.999023
2017-05-09T10:35:14.475381: step 1356, loss 0.072838, acc 1
2017-05-09T10:36:06.461234: step 1357, loss 0.0703215, acc 0.996094
2017-05-09T10:36:58.456182: step 1358, loss 0.0690243, acc 1
2017-05-09T10:37:39.466249: step 1359, loss 0.0833554, acc 0.995062
2017-05-09T10:38:31.295426: step 1360, loss 0.0695992, acc 0.99707
2017-05-09T10:39:23.074753: step 1361, loss 0.0743136, acc 0.999023
2017-05-09T10:40:15.207394: step 1362, loss 0.0711252, acc 0.998047
2017-05-09T10:41:06.944087: step 1363, loss 0.0720504, acc 0.999023
2017-05-09T10:41:58.786127: step 1364, loss 0.0771212, acc 0.99707
2017-05-09T10:42:50.586345: step 1365, loss 0.0744712, acc 0.999023
2017-05-09T10:43:42.473257: step 1366, loss 0.0654176, acc 0.999023
2017-05-09T10:44:34.431276: step 1367, loss 0.0741146, acc 0.995117
2017-05-09T10:45:15.571255: step 1368, loss 0.0763627, acc 0.997531
2017-05-09T10:46:07.386132: step 1369, loss 0.0743738, acc 0.996094
2017-05-09T10:46:59.164325: step 1370, loss 0.0760384, acc 0.999023
2017-05-09T10:47:51.012248: step 1371, loss 0.0669067, acc 1
2017-05-09T10:48:42.588318: step 1372, loss 0.0691862, acc 0.998047
2017-05-09T10:49:34.341976: step 1373, loss 0.0696144, acc 0.998047
2017-05-09T10:50:26.259079: step 1374, loss 0.0736313, acc 0.999023
2017-05-09T10:51:18.016997: step 1375, loss 0.0703394, acc 0.998047
2017-05-09T10:52:09.787271: step 1376, loss 0.0724336, acc 0.999023
2017-05-09T10:52:51.054344: step 1377, loss 0.0696297, acc 0.998765
2017-05-09T10:53:43.112387: step 1378, loss 0.0673483, acc 0.998047
2017-05-09T10:54:35.097443: step 1379, loss 0.0740385, acc 0.996094
2017-05-09T10:55:27.004329: step 1380, loss 0.0644251, acc 0.999023
2017-05-09T10:56:18.643469: step 1381, loss 0.0757363, acc 0.998047
2017-05-09T10:57:10.602081: step 1382, loss 0.0655343, acc 1
2017-05-09T10:58:02.591123: step 1383, loss 0.0687566, acc 0.99707
2017-05-09T10:58:54.282203: step 1384, loss 0.0710241, acc 0.99707
2017-05-09T10:59:46.146253: step 1385, loss 0.0708984, acc 0.996094
2017-05-09T11:00:27.000304: step 1386, loss 0.0699662, acc 0.997531
2017-05-09T11:01:19.002707: step 1387, loss 0.0747066, acc 0.998047
2017-05-09T11:02:10.777431: step 1388, loss 0.0661068, acc 1
2017-05-09T11:03:02.579951: step 1389, loss 0.0704363, acc 0.999023
2017-05-09T11:03:54.508876: step 1390, loss 0.0637856, acc 0.999023
2017-05-09T11:04:46.284390: step 1391, loss 0.0627467, acc 1
2017-05-09T11:05:38.098271: step 1392, loss 0.0668789, acc 0.99707
2017-05-09T11:06:30.061314: step 1393, loss 0.0644753, acc 0.998047
2017-05-09T11:07:21.950209: step 1394, loss 0.0672085, acc 0.996094
2017-05-09T11:08:02.926756: step 1395, loss 0.0754978, acc 0.997531
2017-05-09T11:08:55.043275: step 1396, loss 0.0661525, acc 0.999023
2017-05-09T11:09:47.163636: step 1397, loss 0.0630725, acc 1
2017-05-09T11:10:39.171510: step 1398, loss 0.0681907, acc 0.998047
2017-05-09T11:11:31.124648: step 1399, loss 0.0754836, acc 0.995117
2017-05-09T11:12:23.096246: step 1400, loss 0.0665119, acc 0.998047

Evaluation:
2017-05-09T11:12:41.730061: step 1400, loss 0.636431, acc 0.747

2017-05-09T11:13:33.631302: step 1401, loss 0.0697144, acc 0.999023
2017-05-09T11:14:25.818086: step 1402, loss 0.0661212, acc 0.999023
2017-05-09T11:15:17.705806: step 1403, loss 0.0694791, acc 0.996094
2017-05-09T11:15:58.500859: step 1404, loss 0.0603018, acc 0.998765
2017-05-09T11:16:50.257314: step 1405, loss 0.06275, acc 1
2017-05-09T11:17:41.787275: step 1406, loss 0.0679452, acc 0.998047
2017-05-09T11:18:34.005368: step 1407, loss 0.0679806, acc 0.998047
2017-05-09T11:19:25.975797: step 1408, loss 0.0669639, acc 0.99707
2017-05-09T11:20:17.989332: step 1409, loss 0.0636399, acc 1
2017-05-09T11:21:10.023921: step 1410, loss 0.0613384, acc 1
2017-05-09T11:22:01.787594: step 1411, loss 0.0646292, acc 0.99707
2017-05-09T11:22:53.764156: step 1412, loss 0.0675861, acc 0.99707
2017-05-09T11:23:34.911161: step 1413, loss 0.0652385, acc 0.996296
2017-05-09T11:24:27.104593: step 1414, loss 0.0626483, acc 1
2017-05-09T11:25:19.489128: step 1415, loss 0.0668583, acc 0.998047
2017-05-09T11:26:11.489385: step 1416, loss 0.0645107, acc 0.999023
2017-05-09T11:27:03.441240: step 1417, loss 0.0611778, acc 0.998047
2017-05-09T11:27:55.464892: step 1418, loss 0.068099, acc 0.998047
2017-05-09T11:28:47.297204: step 1419, loss 0.0628987, acc 0.998047
2017-05-09T11:29:39.189743: step 1420, loss 0.0608848, acc 0.999023
2017-05-09T11:30:31.050070: step 1421, loss 0.0653332, acc 0.998047
2017-05-09T11:31:12.383847: step 1422, loss 0.0649024, acc 1
2017-05-09T11:32:04.511079: step 1423, loss 0.0641803, acc 1
2017-05-09T11:32:56.740566: step 1424, loss 0.0626081, acc 0.999023
2017-05-09T11:33:48.707520: step 1425, loss 0.0645171, acc 0.998047
2017-05-09T11:34:40.502560: step 1426, loss 0.0625756, acc 0.999023
2017-05-09T11:35:32.305401: step 1427, loss 0.0605599, acc 0.998047
2017-05-09T11:36:24.511920: step 1428, loss 0.0611897, acc 0.999023
2017-05-09T11:37:16.076966: step 1429, loss 0.0667391, acc 0.996094
2017-05-09T11:38:08.138149: step 1430, loss 0.0651261, acc 0.99707
2017-05-09T11:38:49.458665: step 1431, loss 0.0614458, acc 0.998765
2017-05-09T11:39:41.523079: step 1432, loss 0.0650389, acc 0.99707
2017-05-09T11:40:33.400368: step 1433, loss 0.0576127, acc 1
2017-05-09T11:41:25.190256: step 1434, loss 0.0602233, acc 0.999023
2017-05-09T11:42:17.272754: step 1435, loss 0.0602361, acc 0.999023
2017-05-09T11:43:09.071444: step 1436, loss 0.0581716, acc 0.998047
2017-05-09T11:44:01.138796: step 1437, loss 0.0596241, acc 0.999023
2017-05-09T11:44:53.312489: step 1438, loss 0.0670839, acc 0.99707
2017-05-09T11:45:45.499878: step 1439, loss 0.0601737, acc 0.998047
2017-05-09T11:46:26.468499: step 1440, loss 0.0643641, acc 0.997531
2017-05-09T11:47:18.273094: step 1441, loss 0.0596411, acc 0.999023
2017-05-09T11:48:10.639160: step 1442, loss 0.0603511, acc 0.99707
2017-05-09T11:49:03.021653: step 1443, loss 0.0605948, acc 1
2017-05-09T11:49:54.843990: step 1444, loss 0.0602535, acc 0.99707
2017-05-09T11:50:46.808325: step 1445, loss 0.0596253, acc 0.999023
2017-05-09T11:51:38.942287: step 1446, loss 0.0617394, acc 0.998047
2017-05-09T11:52:30.939240: step 1447, loss 0.0620224, acc 1
2017-05-09T11:53:23.095423: step 1448, loss 0.0583511, acc 0.999023
2017-05-09T11:54:04.442687: step 1449, loss 0.0629642, acc 0.997531
2017-05-09T11:54:56.773224: step 1450, loss 0.0611768, acc 0.99707
2017-05-09T11:55:48.636256: step 1451, loss 0.0593136, acc 0.999023
2017-05-09T11:56:40.965540: step 1452, loss 0.0586985, acc 1
2017-05-09T11:57:32.952248: step 1453, loss 0.0589853, acc 0.998047
2017-05-09T11:58:24.758042: step 1454, loss 0.0586559, acc 1
2017-05-09T11:59:16.344265: step 1455, loss 0.0569916, acc 0.999023
2017-05-09T12:00:08.179598: step 1456, loss 0.0584884, acc 0.99707
2017-05-09T12:00:59.926347: step 1457, loss 0.0593833, acc 0.99707
2017-05-09T12:01:41.358676: step 1458, loss 0.058542, acc 0.998765
2017-05-09T12:02:33.244262: step 1459, loss 0.0615457, acc 0.99707
2017-05-09T12:03:24.760576: step 1460, loss 0.0561222, acc 1
2017-05-09T12:04:16.503282: step 1461, loss 0.057134, acc 0.999023
2017-05-09T12:05:08.484364: step 1462, loss 0.0599987, acc 0.999023
2017-05-09T12:06:00.410433: step 1463, loss 0.0582753, acc 0.998047
